name,frame,channel,channel_name,min,max,mean,std,nonzero_frac_gt_0p01,dark_frac_lt_0p02,white_frac_ge_0p35,binary_white_frac_ge_0p50
oracle_template,3,5,medium_cloud,0.0,1.0,0.17249999940395355,0.30315232276916504,0.360625,0.6491015625,0.2136328125,0.16640625
oracle_template,3,6,aot_on_cloud,0.0,0.2705882489681244,0.11436030268669128,0.12183912098407745,0.539609375,0.476015625,0.0,0.0
oracle_template,3,7,visible_gray,0.0,1.0,0.1844702959060669,0.2656731903553009,0.5334375,0.4888671875,0.208125,0.1348046875
oracle_output,0,0,cloud_mask_or_fraction,0.0,1.0,0.9350711703300476,0.1827061027288437,0.9926953125,0.0078125,0.9743359375,0.9624609375
oracle_output,0,1,cloud_probability,0.0,1.0,0.7207616567611694,0.3073856830596924,0.9905859375,0.012109375,0.8484765625,0.7295703125
oracle_output,0,2,white_cloud,0.0,1.0,0.9350711703300476,0.1827061027288437,0.9926953125,0.0078125,0.9743359375,0.9624609375
oracle_output,0,3,cirrus,0.0,1.0,0.21812500059604645,0.3864654302597046,0.293046875,0.7099609375,0.2365234375,0.216171875
oracle_output,0,4,high_cloud,0.0,1.0,0.49937382340431213,0.43397387862205505,0.7035546875,0.301171875,0.5546484375,0.5045703125
oracle_output,0,5,medium_cloud,0.0,1.0,0.3743310570716858,0.3261326849460602,0.7412109375,0.262578125,0.526015625,0.4133984375
oracle_output,0,6,aot_on_cloud,0.0,0.4136562943458557,0.3375867009162903,0.08563268929719925,0.9919140625,0.009921875,0.5412109375,0.0
oracle_output,0,7,visible_gray,0.0,1.0,0.386689692735672,0.25580963492393494,0.9905859375,0.0146484375,0.4345703125,0.3112890625
oracle_output,1,0,cloud_mask_or_fraction,0.0,1.0,0.9081076979637146,0.24692746996879578,0.97296875,0.028515625,0.9333203125,0.910234375
oracle_output,1,1,cloud_probability,0.0,1.0,0.6396817564964294,0.38582539558410645,0.9635546875,0.0475,0.6962109375,0.64703125
oracle_output,1,2,white_cloud,0.0,1.0,0.9081076979637146,0.24692746996879578,0.97296875,0.028515625,0.9333203125,0.910234375
oracle_output,1,3,cirrus,0.0,1.0,0.21687500178813934,0.38676372170448303,0.2853125,0.7176953125,0.2357421875,0.216171875
oracle_output,1,4,high_cloud,0.0,1.0,0.47506073117256165,0.44190141558647156,0.6512890625,0.354453125,0.5258984375,0.4709765625
oracle_output,1,5,medium_cloud,0.0,1.0,0.24064868688583374,0.334706574678421,0.493828125,0.5161328125,0.3000390625,0.2283984375
oracle_output,1,6,aot_on_cloud,0.0,0.4356786012649536,0.2754681408405304,0.08305900543928146,0.97109375,0.0321875,0.086484375,0.0
oracle_output,1,7,visible_gray,0.0,1.0,0.3372528851032257,0.26501086354255676,0.9658203125,0.046875,0.3826953125,0.2706640625
oracle_output,2,0,cloud_mask_or_fraction,0.0,1.0,0.27799251675605774,0.3950224220752716,0.4183203125,0.5847265625,0.328984375,0.2929296875
oracle_output,2,1,cloud_probability,0.0,0.729411780834198,0.09579024463891983,0.14922040700912476,0.409296875,0.605703125,0.0882421875,0.020078125
oracle_output,2,2,white_cloud,0.0,1.0,0.27799251675605774,0.3950224220752716,0.4183203125,0.5847265625,0.328984375,0.2929296875
oracle_output,2,3,cirrus,0.0,1.0,0.016249999403953552,0.0979219302535057,0.04375,0.9579296875,0.0199609375,0.014609375
oracle_output,2,4,high_cloud,0.0,0.5,0.022812500596046448,0.08964981883764267,0.086171875,0.913828125,0.030859375,0.0140625
oracle_output,2,5,medium_cloud,0.0,1.0,0.2447691112756729,0.3849537670612335,0.379375,0.623203125,0.2732421875,0.2294921875
oracle_output,2,6,aot_on_cloud,0.0,0.3710111379623413,0.07011021673679352,0.0982913225889206,0.4128515625,0.6017578125,0.01171875,0.0
oracle_output,2,7,visible_gray,0.0,0.5733640789985657,0.05938771739602089,0.09469510614871979,0.4012890625,0.6284375,0.0221484375,0.00265625
oracle_output,3,0,cloud_mask_or_fraction,0.0,1.0,0.39042308926582336,0.3745938241481781,0.6570703125,0.3444921875,0.5266796875,0.471015625
oracle_output,3,1,cloud_probability,0.0,0.729411780834198,0.06545558571815491,0.1199960708618164,0.317109375,0.694609375,0.03515625,0.011953125
oracle_output,3,2,white_cloud,0.0,1.0,0.39042308926582336,0.3745938241481781,0.6570703125,0.3444921875,0.5266796875,0.471015625
oracle_output,3,3,cirrus,0.0,1.0,0.016249999403953552,0.0979219302535057,0.04375,0.9579296875,0.0199609375,0.014609375
oracle_output,3,4,high_cloud,0.0,0.5,0.12937499582767487,0.20059598982334137,0.3611328125,0.6388671875,0.2205859375,0.16265625
oracle_output,3,5,medium_cloud,0.0,1.0,0.28345897793769836,0.3801953196525574,0.5233203125,0.4783984375,0.3176171875,0.24953125
oracle_output,3,6,aot_on_cloud,0.0,0.32179930806159973,0.10542542487382889,0.10569389164447784,0.6453125,0.38546875,0.0,0.0
oracle_output,3,7,visible_gray,0.0,0.6008150577545166,0.12779897451400757,0.14684051275253296,0.633359375,0.3991796875,0.091640625,0.0280078125
