name,frame,channel,channel_name,absdiff_mean,absdiff_max,signed_mean_delta,positive_delta_frac_gt_0p01,negative_delta_frac_lt_minus_0p01
oracle_output_minus_input,2,2,white_cloud,0.03674250841140747,0.5,0.03674250841140747,0.1070703125,0.0
oracle_output_minus_input,2,3,cirrus,0.0,0.0,0.0,0.0,0.0
oracle_output_minus_input,2,4,high_cloud,0.022812500596046448,0.5,0.022812500596046448,0.086171875,0.0
oracle_output_minus_input,2,5,medium_cloud,0.019769122824072838,0.5,0.019769122824072838,0.0858203125,0.0
oracle_output_minus_input,2,6,aot_on_cloud,0.01805322803556919,0.20392157137393951,0.01805322803556919,0.1319140625,0.0
oracle_output_minus_input,2,7,visible_gray,0.01882215403020382,0.5,0.01882215403020382,0.1232421875,0.0
oracle_output_minus_input,3,0,cloud_mask_or_fraction,0.14917311072349548,0.5,0.14917311072349548,0.421875,0.0
oracle_output_minus_input,3,1,cloud_probability,0.0,0.0,0.0,0.0,0.0
oracle_output_minus_input,3,2,white_cloud,0.14917311072349548,0.5,0.14917311072349548,0.421875,0.0
oracle_output_minus_input,3,3,cirrus,0.0,0.0,0.0,0.0,0.0
oracle_output_minus_input,3,4,high_cloud,0.12937499582767487,0.5,0.12937499582767487,0.3611328125,0.0
oracle_output_minus_input,3,5,medium_cloud,0.05845899134874344,0.5,0.05845899134874344,0.2780859375,0.0
oracle_output_minus_input,3,6,aot_on_cloud,0.05336843803524971,0.1352941244840622,0.05336843803524971,0.5233984375,0.0
oracle_output_minus_input,3,7,visible_gray,0.08723341673612595,0.5,0.08723341673612595,0.5096875,0.0
oracle_minus_selector,0,0,cloud_mask_or_fraction,0.06037778779864311,1.0,-0.056226011365652084,0.0103125,0.1486328125
oracle_minus_selector,0,1,cloud_probability,0.20732122659683228,0.9960784316062927,-0.19362373650074005,0.069296875,0.53609375
oracle_minus_selector,0,2,white_cloud,0.06037778779864311,1.0,-0.056226011365652084,0.0103125,0.1486328125
oracle_minus_selector,0,3,cirrus,0.005318167619407177,1.0,-0.002818167908117175,0.007734375,0.0109375
oracle_minus_selector,0,4,high_cloud,0.31824401021003723,1.0,-0.3023608326911926,0.044453125,0.535078125
oracle_minus_selector,0,5,medium_cloud,0.19333705306053162,1.0,0.014928469434380531,0.4117578125,0.219765625
oracle_minus_selector,0,6,aot_on_cloud,0.07396586239337921,0.16601307690143585,0.07068657875061035,0.698515625,0.02140625
oracle_minus_selector,0,7,visible_gray,0.272136390209198,0.998039186000824,-0.23223544657230377,0.2467578125,0.5683984375
oracle_minus_selector,1,0,cloud_mask_or_fraction,0.07103358209133148,1.0,-0.07103358209133148,0.0,0.1295703125
