template_index,mode_index,mode,template_sample_id,template_location,template_anchor,template_coverage,pred_loss_wm2,target_loss_wm2,abs_error_wm2,score,image_l1_vs_input,coverage,coverage_base
40,0,keep,sofia_bg_20250711T090000Z_s2b_msil2a_20250711t0920,sofia_bg,2025-07-11T09:00:00+00:00,0.3815840979417165,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
41,0,keep,oslo_no_20250713T110000Z_s2c_msil2a_20250713t1050,oslo_no,2025-07-13T11:00:00+00:00,0.31931296984354657,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
42,0,keep,reykjavik_is_20250730T130000Z_s2b_msil2a_20250730t1312,reykjavik_is,2025-07-30T13:00:00+00:00,0.3632197280724843,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
43,0,keep,athens_gr_20250330T090000Z_s2b_msil2a_20250330t0905,athens_gr,2025-03-30T09:00:00+00:00,0.30252206822236377,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
44,0,keep,reykjavik_is_20250215T130000Z_s2c_msil2a_20250215t1313,reykjavik_is,2025-02-15T13:00:00+00:00,0.316697637240092,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
45,0,keep,athens_gr_20250426T090000Z_s2a_msil2a_20250426t0913,athens_gr,2025-04-26T09:00:00+00:00,0.38334568838278454,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
46,0,keep,oslo_no_20250703T110000Z_s2c_msil2a_20250703t1050,oslo_no,2025-07-03T11:00:00+00:00,0.3758610486984253,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
47,0,keep,sofia_bg_20250728T090000Z_s2a_msil2a_20250728t0922,sofia_bg,2025-07-28T09:00:00+00:00,0.3379667103290558,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
48,0,keep,cairo_eg_20250211T090000Z_s2c_msil2a_20250211t0831,cairo_eg,2025-02-11T09:00:00+00:00,0.3880124092102051,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
49,0,keep,oslo_no_20250730T110000Z_s2c_msil2a_20250730t1040,oslo_no,2025-07-30T11:00:00+00:00,0.3649255136648814,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
50,0,keep,reykjavik_is_20250329T130000Z_s2b_msil2a_20250329t1302,reykjavik_is,2025-03-29T13:00:00+00:00,0.3564193844795227,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
51,0,keep,reykjavik_is_20240930T130000Z_s2b_msil2a_20240930t1302,reykjavik_is,2024-09-30T13:00:00+00:00,0.37718624869982403,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
52,0,keep,reykjavik_is_20250607T130000Z_s2a_msil2a_20250607t1313,reykjavik_is,2025-06-07T13:00:00+00:00,0.3597248395284017,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
53,0,keep,athens_gr_20250327T090000Z_s2a_msil2a_20250327t0910,athens_gr,2025-03-27T09:00:00+00:00,0.3599638342857361,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
54,0,keep,athens_gr_20250414T090000Z_s2c_msil2a_20250414t0906,athens_gr,2025-04-14T09:00:00+00:00,0.3686442772547404,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
55,0,keep,reykjavik_is_20250329T130000Z_s2a_msil2a_20250329t1313,reykjavik_is,2025-03-29T13:00:00+00:00,0.4384361803531647,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
56,0,keep,reykjavik_is_20250403T130000Z_s2c_msil2a_20250403t1303,reykjavik_is,2025-04-03T13:00:00+00:00,0.49110610286394757,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
57,0,keep,athens_gr_20250424T090000Z_s2c_msil2a_20250424t0906,athens_gr,2025-04-24T09:00:00+00:00,0.4386180192232132,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
58,0,keep,athens_gr_20250223T090000Z_s2c_msil2a_20250223t0910,athens_gr,2025-02-23T09:00:00+00:00,0.4227922558784485,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
59,0,keep,sofia_bg_20250522T090000Z_s2b_msil2a_20250522t0920,sofia_bg,2025-05-22T09:00:00+00:00,0.4551548957824707,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
60,0,keep,reykjavik_is_20250415T130000Z_s2a_msil2a_20250415t1303,reykjavik_is,2025-04-15T13:00:00+00:00,0.4829164246718089,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
61,0,keep,cairo_eg_20250216T090000Z_s2b_msil2a_20250216t0829,cairo_eg,2025-02-16T09:00:00+00:00,0.46829214692115784,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
62,0,keep,reykjavik_is_20250416T130000Z_s2c_msil2a_20250416t1313,reykjavik_is,2025-04-16T13:00:00+00:00,0.4210902154445648,93.61795806884766,100.0,6.382041931152344,6.382041931152344,0.0,0.4976651072502136,0.4976651072502136
