target_loss_wm2,pred_loss_wm2,abs_error_wm2,image_l1_vs_input,gate_mean,output_white_frac_ge_0p50
100.0,93.97712707519531,6.0228729248046875,0.06415186077356339,0.3532562553882599,0.1907568359375
250.0,212.4027099609375,37.5972900390625,0.18808269500732422,0.9372501969337463,0.22622802734375
450.0,212.4106903076172,237.5893096923828,0.18966777622699738,0.9442939758300781,0.227655029296875
570.0596923828125,212.4111785888672,357.6485137939453,0.1897476315498352,0.9449499249458313,0.227821044921875
